relative_path,filename,class,phash,phash_int
Hazardous/Hazardous/batteries/1-s2.0-S0892687521004477-ga1.jpg,1-s2.0-S0892687521004477-ga1.jpg,Hazardous,cf8f1e922955a2f0,14956206500628243184
Hazardous/Hazardous/batteries/1-s2.0-S2405829720304827-fx1.jpg,1-s2.0-S2405829720304827-fx1.jpg,Hazardous,ef33ace0f00e82e6,17236310280977154790
Hazardous/Hazardous/batteries/1-s2.0-S2666016421000268-ga1.jpg,1-s2.0-S2666016421000268-ga1.jpg,Hazardous,f1f9b606a52dca06,17436167571998886406
Hazardous/Hazardous/batteries/12209_2020_236_Fig1_HTML.png,12209_2020_236_Fig1_HTML.png,Hazardous,ecd2aaa3837c7071,17064889557322592369
Hazardous/Hazardous/batteries/12209_2020_236_Fig2_HTML.png,12209_2020_236_Fig2_HTML.png,Hazardous,eaef48999700af62,16928829348809584482
Hazardous/Hazardous/batteries/18650Cell.jpg,18650Cell.jpg,Hazardous,b01bcf648f313999,12689964405852551577
Hazardous/Hazardous/batteries/19.13.jpg,19.13.jpg,Hazardous,8b0fdcf07356c826,10020470621207971878
Hazardous/Hazardous/batteries/1_Picture7.png,1_Picture7.png,Hazardous,eca5c17e96899691,17052248313543890577
Hazardous/Hazardous/batteries/40422.MN2400B8.jpg,40422.MN2400B8.jpg,Hazardous,9cec4b8fa92b2133,11307495844811055411
Hazardous/Hazardous/batteries/41560_2019_368_Fig1_HTML.png,41560_2019_368_Fig1_HTML.png,Hazardous,bce13cd2c2c38d1d,13610226424798743837
Hazardous/Hazardous/batteries/41586_2019_1682_Fig1_HTML.png,41586_2019_1682_Fig1_HTML.png,Hazardous,ef0d980e1717629d,17225591336046387869
Hazardous/Hazardous/batteries/41598_2013_Article_BFsrep01946_Fig1_HTML.jpg,41598_2013_Article_BFsrep01946_Fig1_HTML.jpg,Hazardous,8c70fba724e72534,10119865057998742836
Hazardous/Hazardous/batteries/800px-Alkali_battery_5.jpg,800px-Alkali_battery_5.jpg,Hazardous,9e83e16ca5b35a89,11422220936694422153
Hazardous/Hazardous/batteries/AA_matchstick-1.jpg,AA_matchstick-1.jpg,Hazardous,b1398c4e4ba54eb3,12770392486290214579
Hazardous/Hazardous/batteries/AMP-17_61f252bb2428a.jpg,AMP-17_61f252bb2428a.jpg,Hazardous,b24136bcde497a25,12844607797048474149
Hazardous/Hazardous/batteries/AdobeStock_58870390.jpeg,AdobeStock_58870390.jpeg,Hazardous,eb64c1c39d1a9c39,16961895142482680889
Hazardous/Hazardous/batteries/Alkaline-Batteries-What-Battery-Suppliers-Consider-Their-Advantages--e1538514638890.jpg,Alkaline-Batteries-What-Battery-Suppliers-Consider-Their-Advantages--e1538514638890.jpg,Hazardous,d7c6c89936c8c936,15548335323917895990
Hazardous/Hazardous/batteries/Alkaline-Battery-vs-Lithium-Battery.jpg,Alkaline-Battery-vs-Lithium-Battery.jpg,Hazardous,b726741dc8759721,13197363429321840417
Hazardous/Hazardous/batteries/Alkaline-batteries.jpg,Alkaline-batteries.jpg,Hazardous,9ea1e82cb3d281d7,11430672607936152023
Hazardous/Hazardous/batteries/Alkaline-vs.-Lithium-Batteries.png,Alkaline-vs.-Lithium-Batteries.png,Hazardous,c631491da4b7e9b4,14281276285034949044
Hazardous/Hazardous/batteries/Batteries-.jpg,Batteries-.jpg,Hazardous,bec0d33e6cc133d0,13745218327800787920
Hazardous/Hazardous/batteries/Batteries3.jpg,Batteries3.jpg,Hazardous,cbc93466cbd9c186,14684325676129567110
Hazardous/Hazardous/batteries/Batteries_-Lithium-Ion-Battery-and-Lithium-Polymer-Battery-Explained.png,Batteries_-Lithium-Ion-Battery-and-Lithium-Polymer-Battery-Explained.png,Hazardous,d27c01037cfedb44,15166998759570594628
Hazardous/Hazardous/batteries/Cutaway-view-dioxide-power-cell.jpg,Cutaway-view-dioxide-power-cell.jpg,Hazardous,e72798669a628a37,16656449313297304119
Hazardous/Hazardous/batteries/Difference-Between-Alkaline-and-Lithium-Batteries-Tabular-Form.jpg,Difference-Between-Alkaline-and-Lithium-Batteries-Tabular-Form.jpg,Hazardous,b48f8d838f1e1473,13010773444677997683
Hazardous/Hazardous/batteries/Different-Types-of-Batteries.jpg,Different-Types-of-Batteries.jpg,Hazardous,da52e5a588e1a537,15731888947487417655
Hazardous/Hazardous/batteries/EDR-2.jpg,EDR-2.jpg,Hazardous,cc12a486b96dcbe6,14704996631861644262
Hazardous/Hazardous/batteries/EG-BA-LR20-01_hires_photo---dea0b151-d0a5-4bac-9036-259aa2110a20.JPG.jpg,EG-BA-LR20-01_hires_photo---dea0b151-d0a5-4bac-9036-259aa2110a20.JPG.jpg,Hazardous,f893876c78963853,17911809042931923027
Hazardous/Hazardous/batteries/Eneloop_6420.jpg,Eneloop_6420.jpg,Hazardous,a7d22d8bf024cf34,12092778028495851316
Hazardous/Hazardous/batteries/Intro-to-batteries-featured.jpg,Intro-to-batteries-featured.jpg,Hazardous,edd292e56c643293,17136921046161830547
Hazardous/Hazardous/batteries/Li-Batteries-for-Disposal-or-Recycling-1024x575.png,Li-Batteries-for-Disposal-or-Recycling-1024x575.png,Hazardous,cd56c1cd92299e35,14796226714437000757
Hazardous/Hazardous/batteries/Life-cycle-inventory-of-Li-ion-battery-Ecoinvent-30-Battery-Li-ion-rechargeable.png,Life-cycle-inventory-of-Li-ion-battery-Ecoinvent-30-Battery-Li-ion-rechargeable.png,Hazardous,8e38e7087919e747,10248194975659059015
Hazardous/Hazardous/batteries/Lithium-Batteries-vs-Alkaline-Batteries.jpg,Lithium-Batteries-vs-Alkaline-Batteries.jpg,Hazardous,ba4a94b56dc79449,13423705146282972233
Hazardous/Hazardous/batteries/Lithium-Batteries.jpg,Lithium-Batteries.jpg,Hazardous,9e38c1e366959c1e,11401075639111228446
Hazardous/Hazardous/batteries/Lithium-ion-lithium-polymer-superhero-battery-blog-cover-image.jpg,Lithium-ion-lithium-polymer-superhero-battery-blog-cover-image.jpg,Hazardous,c83077e71f1944dc,14425161441010599132
Hazardous/Hazardous/batteries/Lithium-ion_battery.jpg,Lithium-ion_battery.jpg,Hazardous,efcb901416aebb21,17279062811291335457
Hazardous/Hazardous/batteries/Lithium20batttery20pic.jpg,Lithium20batttery20pic.jpg,Hazardous,ebcfd830a544348f,16992037622534911119
Hazardous/Hazardous/batteries/Lithium_battery_terminal_image_EN.jpg,Lithium_battery_terminal_image_EN.jpg,Hazardous,fc3964668b4e390d,18174668162816948493
Hazardous/Hazardous/batteries/NAWMA-Safe-Battery-Recycling-content.jpg,NAWMA-Safe-Battery-Recycling-content.jpg,Hazardous,e71cd129ac439b63,16653415499023227747
Hazardous/Hazardous/batteries/Nokia_Battery.jpg,Nokia_Battery.jpg,Hazardous,c3983f4b70e5e506,14094084627105178886
Hazardous/Hazardous/batteries/Photo-collage-of-different-types-of-batteries-12022022.jpg.webp,Photo-collage-of-different-types-of-batteries-12022022.jpg.webp,Hazardous,b94cc3a1b6e31c93,13352262094572166291
Hazardous/Hazardous/batteries/Primary-battery-types.png,Primary-battery-types.png,Hazardous,fe0ed85aa5a1c0b6,18306807419145142454
Hazardous/Hazardous/batteries/Screen-Shot-2021-07-20-at-10.37.08-AM.png,Screen-Shot-2021-07-20-at-10.37.08-AM.png,Hazardous,aad4d5d5d53a2a41,12309698795892517441
Hazardous/Hazardous/batteries/The_ultimate_comparative_analysis_of_carbon_zinc_battery_vs_alkaline_800x.jpg,The_ultimate_comparative_analysis_of_carbon_zinc_battery_vs_alkaline_800x.jpg,Hazardous,9e40feb14415d9cb,11403394293807045067
Hazardous/Hazardous/batteries/Types-of-Batteries-1.jpg,Types-of-Batteries-1.jpg,Hazardous,fa9f2c60855b5299,18059201823844815513
Hazardous/Hazardous/batteries/Types-of-Batteries-Featured-Image.jpg,Types-of-Batteries-Featured-Image.jpg,Hazardous,eca9959451b2d366,17053325928273466214
Hazardous/Hazardous/batteries/Types-of-Batteries.jpg,Types-of-Batteries.jpg,Hazardous,db8ba4349e5a69a1,15819918661970979233
Hazardous/Hazardous/batteries/Types-of-BatteriesPrimary-and-Secondary.jpg,Types-of-BatteriesPrimary-and-Secondary.jpg,Hazardous,82fef8c9fd0407a2,9439255415432152994
Hazardous/Hazardous/batteries/Types-of-rechargeable-batteries-.jpg,Types-of-rechargeable-batteries-.jpg,Hazardous,e872936995972d25,16749612045834857765
Hazardous/Hazardous/batteries/TypesofBatteries.jpg,TypesofBatteries.jpg,Hazardous,e896937dc268956a,16759745231647708522
Hazardous/Hazardous/batteries/What_Batteries_are_Best_for_Flashlights_2991x.jpg,What_Batteries_are_Best_for_Flashlights_2991x.jpg,Hazardous,d22dc0d23f2989f6,15144973131152198134
Hazardous/Hazardous/batteries/aenm202102917-fig-0006-m.jpg,aenm202102917-fig-0006-m.jpg,Hazardous,baf6e5181ac3293c,13472207227016390972
Hazardous/Hazardous/batteries/alkaline-batteries-for-recyling.jpg,alkaline-batteries-for-recyling.jpg,Hazardous,b9270cd2ed81bd26,13341646521175751974
Hazardous/Hazardous/batteries/alkaline-battery_en.jpg,alkaline-battery_en.jpg,Hazardous,af5a9535e08596f0,12635575763174004464
Hazardous/Hazardous/batteries/alkaline-zinc-carbon.jpg,alkaline-zinc-carbon.jpg,Hazardous,be9cc34b9d63c124,13735067693103694116
Hazardous/Hazardous/batteries/basic-lithium-ion-battery-5-2_en.png,basic-lithium-ion-battery-5-2_en.png,Hazardous,fa67858707783c85,18043537247075581061
Hazardous/Hazardous/batteries/batterien_seen_fotolia_26510842_m.jpg,batterien_seen_fotolia_26510842_m.jpg,Hazardous,e5aac4963c33da8a,16549255930260478602
Hazardous/Hazardous/batteries/batteries-04-00007-g002.png,batteries-04-00007-g002.png,Hazardous,d2b9adc4b7802bd4,15184358679060163540
